slug,recipe,country,category,role,label,filename,route_path,prompt
attieke-poisson-ci,Attiéké with Grilled Fish,Ivory Coast,main,table,Table context,attieke-poisson-ci-5.webp,/tools/afrokitchen/recipes/attieke-poisson-ci/,"Finished Attiéké with Grilled Fish, main from Ivory Coast, dish on table with realistic accompaniments and serving utensils."
kedjenou-ci,Kedjenou,Ivory Coast,stew,hero,Finished dish hero,kedjenou-ci.webp,/tools/afrokitchen/recipes/kedjenou-ci/,"Finished Kedjenou, stew from Ivory Coast, plated finished dish in warm natural light, inspectable texture, no text, no logos."
kedjenou-ci,Kedjenou,Ivory Coast,stew,serving,Serving detail,kedjenou-ci-2.webp,/tools/afrokitchen/recipes/kedjenou-ci/,"Finished Kedjenou, stew from Ivory Coast, closer serving angle showing texture, garnish, side dish, and sauce."
kedjenou-ci,Kedjenou,Ivory Coast,stew,ingredients,Ingredient setup,kedjenou-ci-3.webp,/tools/afrokitchen/recipes/kedjenou-ci/,"Finished Kedjenou, stew from Ivory Coast, key ingredients arranged naturally before cooking, bright kitchen light."
kedjenou-ci,Kedjenou,Ivory Coast,stew,process,Cooking process,kedjenou-ci-4.webp,/tools/afrokitchen/recipes/kedjenou-ci/,"Finished Kedjenou, stew from Ivory Coast, mid-cooking pot or pan moment that explains the method."
kedjenou-ci,Kedjenou,Ivory Coast,stew,table,Table context,kedjenou-ci-5.webp,/tools/afrokitchen/recipes/kedjenou-ci/,"Finished Kedjenou, stew from Ivory Coast, dish on table with realistic accompaniments and serving utensils."
ugali-na-sukuma-wiki,Ugali na Sukuma Wiki,Kenya,main,hero,Finished dish hero,ugali-na-sukuma-wiki.webp,/tools/afrokitchen/recipes/ugali-na-sukuma-wiki/,"Finished Ugali na Sukuma Wiki, main from Kenya, plated finished dish in warm natural light, inspectable texture, no text, no logos."
ugali-na-sukuma-wiki,Ugali na Sukuma Wiki,Kenya,main,serving,Serving detail,ugali-na-sukuma-wiki-2.webp,/tools/afrokitchen/recipes/ugali-na-sukuma-wiki/,"Finished Ugali na Sukuma Wiki, main from Kenya, closer serving angle showing texture, garnish, side dish, and sauce."
ugali-na-sukuma-wiki,Ugali na Sukuma Wiki,Kenya,main,ingredients,Ingredient setup,ugali-na-sukuma-wiki-3.webp,/tools/afrokitchen/recipes/ugali-na-sukuma-wiki/,"Finished Ugali na Sukuma Wiki, main from Kenya, key ingredients arranged naturally before cooking, bright kitchen light."
ugali-na-sukuma-wiki,Ugali na Sukuma Wiki,Kenya,main,process,Cooking process,ugali-na-sukuma-wiki-4.webp,/tools/afrokitchen/recipes/ugali-na-sukuma-wiki/,"Finished Ugali na Sukuma Wiki, main from Kenya, mid-cooking pot or pan moment that explains the method."
ugali-na-sukuma-wiki,Ugali na Sukuma Wiki,Kenya,main,table,Table context,ugali-na-sukuma-wiki-5.webp,/tools/afrokitchen/recipes/ugali-na-sukuma-wiki/,"Finished Ugali na Sukuma Wiki, main from Kenya, dish on table with realistic accompaniments and serving utensils."
papa-le-moroho-ls,Papa le Moroho,Lesotho,main,hero,Finished dish hero,papa-le-moroho-ls.webp,/tools/afrokitchen/recipes/papa-le-moroho-ls/,"Finished Papa le Moroho, main from Lesotho, plated finished dish in warm natural light, inspectable texture, no text, no logos."
papa-le-moroho-ls,Papa le Moroho,Lesotho,main,serving,Serving detail,papa-le-moroho-ls-2.webp,/tools/afrokitchen/recipes/papa-le-moroho-ls/,"Finished Papa le Moroho, main from Lesotho, closer serving angle showing texture, garnish, side dish, and sauce."
papa-le-moroho-ls,Papa le Moroho,Lesotho,main,ingredients,Ingredient setup,papa-le-moroho-ls-3.webp,/tools/afrokitchen/recipes/papa-le-moroho-ls/,"Finished Papa le Moroho, main from Lesotho, key ingredients arranged naturally before cooking, bright kitchen light."
papa-le-moroho-ls,Papa le Moroho,Lesotho,main,process,Cooking process,papa-le-moroho-ls-4.webp,/tools/afrokitchen/recipes/papa-le-moroho-ls/,"Finished Papa le Moroho, main from Lesotho, mid-cooking pot or pan moment that explains the method."
papa-le-moroho-ls,Papa le Moroho,Lesotho,main,table,Table context,papa-le-moroho-ls-5.webp,/tools/afrokitchen/recipes/papa-le-moroho-ls/,"Finished Papa le Moroho, main from Lesotho, dish on table with realistic accompaniments and serving utensils."
palm-butter-soup-lr,Palm Butter Soup,Liberia,soup,hero,Finished dish hero,palm-butter-soup-lr.webp,/tools/afrokitchen/recipes/palm-butter-soup-lr/,"Finished Palm Butter Soup, soup from Liberia, plated finished dish in warm natural light, inspectable texture, no text, no logos."
palm-butter-soup-lr,Palm Butter Soup,Liberia,soup,serving,Serving detail,palm-butter-soup-lr-2.webp,/tools/afrokitchen/recipes/palm-butter-soup-lr/,"Finished Palm Butter Soup, soup from Liberia, closer serving angle showing texture, garnish, side dish, and sauce."
palm-butter-soup-lr,Palm Butter Soup,Liberia,soup,ingredients,Ingredient setup,palm-butter-soup-lr-3.webp,/tools/afrokitchen/recipes/palm-butter-soup-lr/,"Finished Palm Butter Soup, soup from Liberia, key ingredients arranged naturally before cooking, bright kitchen light."
palm-butter-soup-lr,Palm Butter Soup,Liberia,soup,process,Cooking process,palm-butter-soup-lr-4.webp,/tools/afrokitchen/recipes/palm-butter-soup-lr/,"Finished Palm Butter Soup, soup from Liberia, mid-cooking pot or pan moment that explains the method."
palm-butter-soup-lr,Palm Butter Soup,Liberia,soup,table,Table context,palm-butter-soup-lr-5.webp,/tools/afrokitchen/recipes/palm-butter-soup-lr/,"Finished Palm Butter Soup, soup from Liberia, dish on table with realistic accompaniments and serving utensils."
torborgee-lr,Torborgee,Liberia,stew,hero,Finished dish hero,torborgee-lr.webp,/tools/afrokitchen/recipes/torborgee-lr/,"Finished Torborgee, stew from Liberia, plated finished dish in warm natural light, inspectable texture, no text, no logos."
torborgee-lr,Torborgee,Liberia,stew,serving,Serving detail,torborgee-lr-2.webp,/tools/afrokitchen/recipes/torborgee-lr/,"Finished Torborgee, stew from Liberia, closer serving angle showing texture, garnish, side dish, and sauce."
torborgee-lr,Torborgee,Liberia,stew,ingredients,Ingredient setup,torborgee-lr-3.webp,/tools/afrokitchen/recipes/torborgee-lr/,"Finished Torborgee, stew from Liberia, key ingredients arranged naturally before cooking, bright kitchen light."
torborgee-lr,Torborgee,Liberia,stew,process,Cooking process,torborgee-lr-4.webp,/tools/afrokitchen/recipes/torborgee-lr/,"Finished Torborgee, stew from Liberia, mid-cooking pot or pan moment that explains the method."
torborgee-lr,Torborgee,Liberia,stew,table,Table context,torborgee-lr-5.webp,/tools/afrokitchen/recipes/torborgee-lr/,"Finished Torborgee, stew from Liberia, dish on table with realistic accompaniments and serving utensils."
bazin-ly,Bazin,Libya,main,hero,Finished dish hero,bazin-ly.webp,/tools/afrokitchen/recipes/bazin-ly/,"Finished Bazin, main from Libya, plated finished dish in warm natural light, inspectable texture, no text, no logos."
bazin-ly,Bazin,Libya,main,serving,Serving detail,bazin-ly-2.webp,/tools/afrokitchen/recipes/bazin-ly/,"Finished Bazin, main from Libya, closer serving angle showing texture, garnish, side dish, and sauce."
bazin-ly,Bazin,Libya,main,ingredients,Ingredient setup,bazin-ly-3.webp,/tools/afrokitchen/recipes/bazin-ly/,"Finished Bazin, main from Libya, key ingredients arranged naturally before cooking, bright kitchen light."
bazin-ly,Bazin,Libya,main,process,Cooking process,bazin-ly-4.webp,/tools/afrokitchen/recipes/bazin-ly/,"Finished Bazin, main from Libya, mid-cooking pot or pan moment that explains the method."
bazin-ly,Bazin,Libya,main,table,Table context,bazin-ly-5.webp,/tools/afrokitchen/recipes/bazin-ly/,"Finished Bazin, main from Libya, dish on table with realistic accompaniments and serving utensils."
tigadegena-ml,Tigadegena,Mali,stew,hero,Finished dish hero,tigadegena-ml.webp,/tools/afrokitchen/recipes/tigadegena-ml/,"Finished Tigadegena, stew from Mali, plated finished dish in warm natural light, inspectable texture, no text, no logos."
tigadegena-ml,Tigadegena,Mali,stew,serving,Serving detail,tigadegena-ml-2.webp,/tools/afrokitchen/recipes/tigadegena-ml/,"Finished Tigadegena, stew from Mali, closer serving angle showing texture, garnish, side dish, and sauce."
tigadegena-ml,Tigadegena,Mali,stew,ingredients,Ingredient setup,tigadegena-ml-3.webp,/tools/afrokitchen/recipes/tigadegena-ml/,"Finished Tigadegena, stew from Mali, key ingredients arranged naturally before cooking, bright kitchen light."
tigadegena-ml,Tigadegena,Mali,stew,process,Cooking process,tigadegena-ml-4.webp,/tools/afrokitchen/recipes/tigadegena-ml/,"Finished Tigadegena, stew from Mali, mid-cooking pot or pan moment that explains the method."
tigadegena-ml,Tigadegena,Mali,stew,table,Table context,tigadegena-ml-5.webp,/tools/afrokitchen/recipes/tigadegena-ml/,"Finished Tigadegena, stew from Mali, dish on table with realistic accompaniments and serving utensils."
thieboudienne-mr,Mauritanian Fish Rice,Mauritania,main,hero,Finished dish hero,thieboudienne-mr.webp,/tools/afrokitchen/recipes/thieboudienne-mr/,"Finished Mauritanian Fish Rice, main from Mauritania, plated finished dish in warm natural light, inspectable texture, no text, no logos."
thieboudienne-mr,Mauritanian Fish Rice,Mauritania,main,serving,Serving detail,thieboudienne-mr-2.webp,/tools/afrokitchen/recipes/thieboudienne-mr/,"Finished Mauritanian Fish Rice, main from Mauritania, closer serving angle showing texture, garnish, side dish, and sauce."
thieboudienne-mr,Mauritanian Fish Rice,Mauritania,main,ingredients,Ingredient setup,thieboudienne-mr-3.webp,/tools/afrokitchen/recipes/thieboudienne-mr/,"Finished Mauritanian Fish Rice, main from Mauritania, key ingredients arranged naturally before cooking, bright kitchen light."
thieboudienne-mr,Mauritanian Fish Rice,Mauritania,main,process,Cooking process,thieboudienne-mr-4.webp,/tools/afrokitchen/recipes/thieboudienne-mr/,"Finished Mauritanian Fish Rice, main from Mauritania, mid-cooking pot or pan moment that explains the method."
thieboudienne-mr,Mauritanian Fish Rice,Mauritania,main,table,Table context,thieboudienne-mr-5.webp,/tools/afrokitchen/recipes/thieboudienne-mr/,"Finished Mauritanian Fish Rice, main from Mauritania, dish on table with realistic accompaniments and serving utensils."
chicken-tagine-preserved-lemons-ma,Chicken Tagine with Preserved Lemons & Olives,Morocco,main,hero,Finished dish hero,chicken-tagine-preserved-lemons-ma.webp,/tools/afrokitchen/recipes/chicken-tagine-preserved-lemons-ma/,"Finished Chicken Tagine with Preserved Lemons & Olives, main from Morocco, plated finished dish in warm natural light, inspectable texture, no text, no logos."
chicken-tagine-preserved-lemons-ma,Chicken Tagine with Preserved Lemons & Olives,Morocco,main,serving,Serving detail,chicken-tagine-preserved-lemons-ma-2.webp,/tools/afrokitchen/recipes/chicken-tagine-preserved-lemons-ma/,"Finished Chicken Tagine with Preserved Lemons & Olives, main from Morocco, closer serving angle showing texture, garnish, side dish, and sauce."
chicken-tagine-preserved-lemons-ma,Chicken Tagine with Preserved Lemons & Olives,Morocco,main,ingredients,Ingredient setup,chicken-tagine-preserved-lemons-ma-3.webp,/tools/afrokitchen/recipes/chicken-tagine-preserved-lemons-ma/,"Finished Chicken Tagine with Preserved Lemons & Olives, main from Morocco, key ingredients arranged naturally before cooking, bright kitchen light."
chicken-tagine-preserved-lemons-ma,Chicken Tagine with Preserved Lemons & Olives,Morocco,main,process,Cooking process,chicken-tagine-preserved-lemons-ma-4.webp,/tools/afrokitchen/recipes/chicken-tagine-preserved-lemons-ma/,"Finished Chicken Tagine with Preserved Lemons & Olives, main from Morocco, mid-cooking pot or pan moment that explains the method."
chicken-tagine-preserved-lemons-ma,Chicken Tagine with Preserved Lemons & Olives,Morocco,main,table,Table context,chicken-tagine-preserved-lemons-ma-5.webp,/tools/afrokitchen/recipes/chicken-tagine-preserved-lemons-ma/,"Finished Chicken Tagine with Preserved Lemons & Olives, main from Morocco, dish on table with realistic accompaniments and serving utensils."
potjiekos-na,Potjiekos,Namibia,stew,hero,Finished dish hero,potjiekos-na.webp,/tools/afrokitchen/recipes/potjiekos-na/,"Finished Potjiekos, stew from Namibia, plated finished dish in warm natural light, inspectable texture, no text, no logos."
potjiekos-na,Potjiekos,Namibia,stew,serving,Serving detail,potjiekos-na-2.webp,/tools/afrokitchen/recipes/potjiekos-na/,"Finished Potjiekos, stew from Namibia, closer serving angle showing texture, garnish, side dish, and sauce."
potjiekos-na,Potjiekos,Namibia,stew,ingredients,Ingredient setup,potjiekos-na-3.webp,/tools/afrokitchen/recipes/potjiekos-na/,"Finished Potjiekos, stew from Namibia, key ingredients arranged naturally before cooking, bright kitchen light."
potjiekos-na,Potjiekos,Namibia,stew,process,Cooking process,potjiekos-na-4.webp,/tools/afrokitchen/recipes/potjiekos-na/,"Finished Potjiekos, stew from Namibia, mid-cooking pot or pan moment that explains the method."
potjiekos-na,Potjiekos,Namibia,stew,table,Table context,potjiekos-na-5.webp,/tools/afrokitchen/recipes/potjiekos-na/,"Finished Potjiekos, stew from Namibia, dish on table with realistic accompaniments and serving utensils."
dambou-ne,Dambou,Niger,main,hero,Finished dish hero,dambou-ne.webp,/tools/afrokitchen/recipes/dambou-ne/,"Finished Dambou, main from Niger, plated finished dish in warm natural light, inspectable texture, no text, no logos."
dambou-ne,Dambou,Niger,main,serving,Serving detail,dambou-ne-2.webp,/tools/afrokitchen/recipes/dambou-ne/,"Finished Dambou, main from Niger, closer serving angle showing texture, garnish, side dish, and sauce."
dambou-ne,Dambou,Niger,main,ingredients,Ingredient setup,dambou-ne-3.webp,/tools/afrokitchen/recipes/dambou-ne/,"Finished Dambou, main from Niger, key ingredients arranged naturally before cooking, bright kitchen light."
dambou-ne,Dambou,Niger,main,process,Cooking process,dambou-ne-4.webp,/tools/afrokitchen/recipes/dambou-ne/,"Finished Dambou, main from Niger, mid-cooking pot or pan moment that explains the method."
dambou-ne,Dambou,Niger,main,table,Table context,dambou-ne-5.webp,/tools/afrokitchen/recipes/dambou-ne/,"Finished Dambou, main from Niger, dish on table with realistic accompaniments and serving utensils."
jollof-rice-ng,Jollof Rice,Nigeria,main,hero,Finished dish hero,jollof-rice-ng.webp,/tools/afrokitchen/recipes/jollof-rice-ng/,"Finished Jollof Rice, main from Nigeria, plated finished dish in warm natural light, inspectable texture, no text, no logos."
jollof-rice-ng,Jollof Rice,Nigeria,main,serving,Serving detail,jollof-rice-ng-2.webp,/tools/afrokitchen/recipes/jollof-rice-ng/,"Finished Jollof Rice, main from Nigeria, closer serving angle showing texture, garnish, side dish, and sauce."
jollof-rice-ng,Jollof Rice,Nigeria,main,ingredients,Ingredient setup,jollof-rice-ng-3.webp,/tools/afrokitchen/recipes/jollof-rice-ng/,"Finished Jollof Rice, main from Nigeria, key ingredients arranged naturally before cooking, bright kitchen light."
jollof-rice-ng,Jollof Rice,Nigeria,main,process,Cooking process,jollof-rice-ng-4.webp,/tools/afrokitchen/recipes/jollof-rice-ng/,"Finished Jollof Rice, main from Nigeria, mid-cooking pot or pan moment that explains the method."
jollof-rice-ng,Jollof Rice,Nigeria,main,table,Table context,jollof-rice-ng-5.webp,/tools/afrokitchen/recipes/jollof-rice-ng/,"Finished Jollof Rice, main from Nigeria, dish on table with realistic accompaniments and serving utensils."
poulet-muambe-cg,Poulet à la Muambé,Republic of Congo,stew,hero,Finished dish hero,poulet-muambe-cg.webp,/tools/afrokitchen/recipes/poulet-muambe-cg/,"Finished Poulet à la Muambé, stew from Republic of Congo, plated finished dish in warm natural light, inspectable texture, no text, no logos."
poulet-muambe-cg,Poulet à la Muambé,Republic of Congo,stew,serving,Serving detail,poulet-muambe-cg-2.webp,/tools/afrokitchen/recipes/poulet-muambe-cg/,"Finished Poulet à la Muambé, stew from Republic of Congo, closer serving angle showing texture, garnish, side dish, and sauce."
poulet-muambe-cg,Poulet à la Muambé,Republic of Congo,stew,ingredients,Ingredient setup,poulet-muambe-cg-3.webp,/tools/afrokitchen/recipes/poulet-muambe-cg/,"Finished Poulet à la Muambé, stew from Republic of Congo, key ingredients arranged naturally before cooking, bright kitchen light."
poulet-muambe-cg,Poulet à la Muambé,Republic of Congo,stew,process,Cooking process,poulet-muambe-cg-4.webp,/tools/afrokitchen/recipes/poulet-muambe-cg/,"Finished Poulet à la Muambé, stew from Republic of Congo, mid-cooking pot or pan moment that explains the method."
poulet-muambe-cg,Poulet à la Muambé,Republic of Congo,stew,table,Table context,poulet-muambe-cg-5.webp,/tools/afrokitchen/recipes/poulet-muambe-cg/,"Finished Poulet à la Muambé, stew from Republic of Congo, dish on table with realistic accompaniments and serving utensils."
